,logS,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,NumRadicalElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,MaxEStateIndex,MinEStateIndex,MaxAbsEStateIndex,MinAbsEStateIndex,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea
CN(C)CCCN1c2ccccc2Sc2ccc(C(F)(F)F)cc21,-5.3,352.425,333.273,352.122104268,128,0,0.41598698505793,-0.33958109598752373,0.41598698505793,0.33958109598752373,13.106724180451183,-4.327412722033258,13.106724180451183,0.5982956454186612,1.9908169115994196,728.4440792646118,17.31962647737941,13.599341128378486,14.415837709306212,11.359191910946029,7.764675459413465,8.581172040341194,6.058516997176813,7.142293953663639,3.940075342860135,5.070343721694056,2.7915886657851234,3.8676954871478615,-1.6600000000000001,232337.9940883914,17.172394272052525,6.685385672949385,3.5428423640245885,143.8117024329621,9.799819461700956,0.0,0.0,0.0,0.0,6.176298517443475,0.0,0.0,13.171245143024459,0.0,23.894619086314336,57.392757336501006,16.335723356948126,16.93822404106412,13.171245143024459,23.13665749875824,0.0,4.899909730850478,0.0,22.388087091405033,32.08476650803001,48.02802097092827,0.0,0.0,4.899909730850478,24.546017692391587,0.0,11.761884949391115,32.08476650803001,6.176298517443475,0.0,11.984273114623004,52.25553643026682,0.0,0.0,0.0,6.48,11.73975000914047,13.171245143024459,0.0,0.0,12.232142680596137,34.510298323019306,17.828252017852726,6.06636706846161,43.26072197005129,4.899909730850478,0.0,0.0,1.5259119373057863,0.0,0.0,0.0,0.0,0.0,0.0,39.32017254135355,21.070582188007336,0.3333333333333333,24,0,2,0,1,1,2,0,2,3,0,6,4,0,0,0,3,5.259800000000004,92.18600000000004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,2,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c1ccc2c(c1)Oc1ccccc1O2,-5.31,184.194,176.12999999999997,184.052429496,68,0,0.16965092839831733,-0.449513933135874,0.449513933135874,0.16965092839831733,5.6524074074074075,0.7696296296296298,5.6524074074074075,0.7696296296296298,2.1249183216771557,389.75287485739244,9.38046888862398,7.435298734444734,7.435298734444734,6.932652990377571,4.471197119306979,4.471197119306979,3.0975942512626204,3.0975942512626204,2.1381499280141782,2.1381499280141782,1.474530780702368,1.474530780702368,-1.9599999999999993,3255.1289561694916,7.444412301848199,2.771028960043985,1.0435531063225354,81.70975663104552,9.473725907600098,0.0,22.99804733313562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.26546827384644,24.26546827384644,0.0,0.0,9.473725907600098,0.0,0.0,0.0,0.0,0.0,0.0,48.53093654769288,0.0,22.99804733313562,9.473725907600098,0.0,22.99804733313562,0.0,0.0,0.0,0.0,0.0,48.53093654769288,0.0,0.0,0.0,18.46,0.0,0.0,0.0,0.0,0.0,22.99804733313562,0.0,0.0,48.53093654769288,0.0,9.473725907600098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.66666666666667,0.0,14,0,2,0,1,1,2,0,2,2,0,2,0,0,0,0,3,3.584600000000002,53.032000000000025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCCCCCCCCCCCCC(=O)O,-5.33,228.37599999999992,200.15199999999996,228.208930136,96,0,0.3028395565321837,-0.481230389785217,0.481230389785217,0.3028395565321837,10.25964378116965,-0.6565517139080728,10.25964378116965,0.3442636423405654,2.9047075575882766,154.8143311431168,12.0626316434282,10.840743260202395,10.840743260202395,7.7700556100296625,6.988391114761731,6.988391114761731,4.679272449156089,4.679272449156089,2.9941955573808654,2.9941955573808654,1.9404392875260068,1.9404392875260068,-0.53,3073.4820565622113,15.47,12.539108500345543,13.47,100.43925436722526,5.106527394840706,0.0,0.0,0.0,0.0,5.969305287951849,4.794537184071822,0.0,0.0,0.0,71.13195342895074,6.4208216229260096,6.4208216229260096,0.0,9.901064578912528,5.969305287951849,0.0,0.0,0.0,83.97359667480276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.075832682792555,4.794537184071822,0.0,83.97359667480276,0.0,0.0,0.0,0.0,37.3,5.969305287951849,4.794537184071822,0.0,0.0,6.4208216229260096,12.841643245852019,57.787394606334104,0.0,0.0,6.923737199690624,5.106527394840706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.666666666666664,0.9285714285714286,16,1,2,0,0,0,0,0,0,1,1,2,12,0,0,0,0,4.772100000000005,68.71380000000005,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0
CC(=O)OC1(C(C)=O)CCC2C3C=C(C)C4=CC(=O)CCC4(C)C3CCC21C,-5.35,384.51600000000025,352.2600000000001,384.23005950399994,152,0,0.30314190910215305,-0.4506405377961875,0.4506405377961875,0.30314190910215305,12.775869791091878,-0.9903107940707145,12.775869791091878,0.015999402349961223,1.7900315303594416,820.4617842103512,20.482763184195935,17.76238519492287,17.76238519492287,13.049002039601005,10.694706542434544,10.694706542434544,10.053470479557474,10.053470479557474,8.835923767966527,8.835923767966527,7.477144527015603,7.477144527015603,-1.71,1615357.525399857,19.599703497162448,6.141666395623698,2.38729327796658,167.3285005101043,4.736862953800049,0.0,17.167540703713566,0.0,0.0,5.969305287951849,14.383611552215466,0.0,0.0,0.0,25.496599036284397,80.7694157587954,18.759549292013414,0.0,19.120474506015512,17.535795180681728,0.0,0.0,28.58369907727774,78.74466654699287,0.0,23.2982492738063,0.0,0.0,0.0,0.0,0.0,0.0,23.136845991665414,19.120474506015512,28.58369907727774,73.14361573600918,23.2982492738063,0.0,0.0,0.0,60.440000000000005,5.601050810983688,14.383611552215466,0.0,28.365776119475285,30.595361384336197,25.683286491704038,18.06994625982916,6.923737199690624,6.076020106833881,26.847231705905752,4.736862953800049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.583333333333336,0.7083333333333334,28,0,4,4,0,4,0,0,0,4,0,4,2,2,0,2,4,4.575300000000004,106.41100000000007,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCC(=O)OC1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,-5.37,344.4950000000001,312.23900000000003,344.23514488399996,138,0,0.3052933424461687,-0.4617772772916195,0.4617772772916195,0.3052933424461687,11.90310052574382,-0.0410954296842192,11.90310052574382,0.0410954296842192,1.5908533550551147,620.761871865839,17.81962647737941,15.97545724801865,15.97545724801865,11.88101250090076,10.31598393174041,10.31598393174041,9.422770592081887,9.422770592081887,8.437412831289091,8.437412831289091,6.94686003869428,6.94686003869428,-1.12,577934.9866730936,17.301662414965985,5.957185202717753,2.5228529805955358,151.12669721345156,4.736862953800049,6.103966387748303,5.783244946364939,0.0,0.0,5.969305287951849,9.589074368143644,0.0,0.0,0.0,26.344316129141138,74.19048007519692,18.2566337152488,0.0,14.325937321943691,11.75255023431679,0.0,0.0,28.583699077277743,84.66257259315427,0.0,11.64912463690315,0.0,0.0,0.0,0.0,0.0,0.0,17.856516622065094,14.325937321943691,28.583699077277743,78.55860620540597,11.64912463690315,0.0,0.0,0.0,43.370000000000005,0.0,9.589074368143644,0.0,22.90325261449371,24.039878661613738,38.02201416079144,24.835569398847294,0.0,12.999757306524504,13.847474399381248,4.736862953800049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.83333333333333,0.8181818181818182,25,0,3,4,0,4,0,0,0,3,0,3,2,3,0,3,4,4.840100000000005,96.88100000000007,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCCCCCCCOC(=O)c1ccc(N)cc1,-5.4,249.3539999999999,226.16999999999996,249.172878976,100,0,0.33761981923631107,-0.4620970990886565,0.4620970990886565,0.33761981923631107,11.628121177113329,-0.26059426702779853,11.628121177113329,0.26059426702779853,2.117836776279736,346.0161635210679,13.217332181807452,11.15299539518169,11.15299539518169,8.736382105218448,6.764072545885956,6.764072545885956,4.525694611989118,4.525694611989118,2.8774332421727036,2.8774332421727036,1.7497943209897742,1.7497943209897742,-1.51,11169.517660230835,14.550642813826562,8.561788798033803,5.709781035948845,109.3308401756298,10.470530430962235,0.0,0.0,0.0,0.0,5.969305287951849,0.0,4.794537184071822,0.0,0.0,39.02784531432067,30.68628989677245,5.687386274683562,12.170333456209914,9.53140013787187,11.656691562635412,0.0,0.0,0.0,45.448666937246685,12.340549441675103,29.828919765543436,0.0,0.0,5.733667477162185,5.687386274683562,0.0,0.0,12.576187252464766,4.736862953800049,0.0,55.80665561301551,24.26546827384644,0.0,0.0,0.0,52.32000000000001,0.0,4.794537184071822,0.0,5.969305287951849,17.857719730893475,12.841643245852019,25.683286491704038,24.26546827384644,0.0,6.923737199690624,10.470530430962235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.00000000000001,0.5333333333333333,18,2,3,0,0,0,1,0,1,3,1,3,8,0,0,0,1,3.786100000000003,74.51290000000004,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
c1ccc2nc(-c3ccc4ccccc4n3)ccc2c1,-5.4,256.308,244.21199999999993,256.100048384,94,0,0.0893665074806098,-0.24615124572073283,0.24615124572073283,0.0893665074806098,4.689774659863946,0.9115306122448981,4.689774659863946,0.9115306122448981,1.9105162427446827,835.5299589568692,13.363596551749424,10.822630421275429,10.822630421275429,9.898979485566358,6.620494934425086,6.620494934425086,4.77838573670968,4.77838573670968,3.459269000259579,3.459269000259579,2.4173772729843988,2.4173772729843988,-2.7399999999999993,85417.06541299903,11.117393860075682,4.422633639339759,1.8227837044865702,116.29112235092445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.967957041894417,0.0,0.0,48.53093654769288,24.26546827384644,10.772448428929591,22.421257424929443,0.0,21.805849864162113,0.0,9.967957041894417,0.0,0.0,0.0,72.79640482153933,0.0,11.387855989696922,0.0,0.0,0.0,0.0,9.967957041894417,0.0,0.0,0.0,72.79640482153933,0.0,33.193705853859036,0.0,25.78,0.0,0.0,0.0,0.0,0.0,33.193705853859036,0.0,0.0,48.53093654769288,34.23342531574086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,20,0,2,0,0,0,2,2,4,2,0,2,1,0,0,0,4,4.450000000000003,82.48000000000003,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
O=C1C2CC=CCC2C(=O)N1SC(Cl)(Cl)C(Cl)Cl,-5.4,349.06600000000014,339.99400000000014,346.910810248,100,0,0.24320945714157463,-0.27310835264099514,0.27310835264099514,0.24320945714157463,12.097389140841521,-1.629609158478206,12.097389140841521,0.27869598765432047,2.1604455885783054,386.68186009880054,13.499635521070495,8.984781267249682,12.824993632251227,8.343041140004845,5.222245702818578,7.624442871914974,4.0804326417202335,8.202413270764053,2.9341710252064,6.16645102627968,2.0213933731132316,3.448314882060861,0.38999999999999996,10433.564487154541,14.791944718770356,5.408269402311096,2.634025463292957,128.87689503196762,0.0,0.0,4.836269690250055,15.479745556009231,0.0,0.0,9.589074368143644,4.305215991296234,0.0,23.20187978046503,35.353919994132795,12.841643245852019,11.947922966381196,11.835812092322787,9.589074368143644,70.16604198601428,0.0,4.305215991296234,11.835812092322787,21.343299033408293,0.0,12.152040213667762,0.0,0.0,0.0,0.0,0.0,58.35168252731126,24.62123123755552,9.589074368143644,11.835812092322787,12.841643245852019,12.152040213667762,0.0,0.0,0.0,37.38,8.501655787556276,9.589074368143644,0.0,23.6501715510258,24.789566212233215,4.305215991296234,0.0,0.0,12.152040213667762,0.0,46.40375956093006,0.0,23.66776304554743,0.0,0.0,0.0,0.0,0.0,0.0,-0.6295165658856134,26.822864631449292,0.6,18,0,3,1,1,2,0,0,0,3,0,8,3,0,1,1,2,3.520900000000002,74.72900000000003,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,4,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CC12CCC3C(CCC4CC5SC5CC43C)C1CCC2O,-5.41,306.51500000000004,276.275,306.20173658,118,0,0.059619234699370985,-0.3925514254232107,0.3925514254232107,0.059619234699370985,10.515914141891326,-0.01045973481985385,10.515914141891326,0.01045973481985385,1.4737307032852556,464.4827066363416,14.405412915006313,13.553768019783586,14.370264600711312,10.021640493394054,9.357397053814896,10.30020609539696,9.447387413124977,10.930550660719371,8.860695889747529,10.26177853203948,7.492484479937715,8.856886342349425,0.31,147131.25884722796,13.722050276297342,4.23046805826663,1.6987989542123867,133.1963970968836,5.106527394840706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.761884949391115,0.0,13.847474399381248,85.86817810684722,10.499876059964349,6.103966387748303,5.106527394840706,11.761884949391115,0.0,0.0,34.50160512343913,81.81788983050198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.761884949391115,21.71036984255336,0.0,34.50160512343913,65.21404738278933,0.0,0.0,0.0,0.0,20.23,0.0,5.106527394840706,0.0,11.518956857145081,5.41499046939678,40.59232186753594,44.94575136048208,0.0,0.0,25.60935934877236,0.0,0.0,2.2820833202108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.38458334645586,1.0,21,1,1,4,1,5,0,0,0,2,1,2,0,4,1,5,5,4.483900000000005,88.28380000000006,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Clc1c(Cl)c(Cl)c2nccnc2c1Cl,-5.43,267.92999999999995,265.914,265.897208784,72,0,0.11039936494913631,-0.25131300912463683,0.25131300912463683,0.11039936494913631,5.925740740740739,0.20030864197530907,5.925740740740739,0.20030864197530907,3.021805296135276,465.6577056479839,10.292528739883947,6.560985621416075,9.584701405489895,6.625897657686227,3.5528736543460675,5.064731546382977,2.509483828265545,4.021341720302455,1.692166308288729,3.474268962395744,1.0598826871733629,1.9901823041374327,-0.2800000000000001,1805.6791488252647,10.245017722117202,3.703588209558114,1.4271668836805558,99.76542852065187,0.0,11.033401435232523,0.0,0.0,0.0,0.0,9.967957041894417,0.0,0.0,0.0,46.40375956093006,0.0,12.393687143226153,20.090533254965305,0.0,57.43716099616259,0.0,9.967957041894417,0.0,0.0,0.0,32.48422039819146,0.0,0.0,0.0,0.0,0.0,46.40375956093006,9.967957041894417,0.0,0.0,0.0,12.393687143226153,20.090533254965305,11.033401435232523,0.0,25.78,0.0,0.0,0.0,20.090533254965305,11.033401435232523,0.0,12.393687143226153,0.0,0.0,9.967957041894417,46.40375956093006,0.0,23.54308138070042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.901363063744018,0.0,14,0,2,0,0,0,1,1,2,2,0,6,0,0,0,0,2,4.2434,59.57800000000001,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O=[N+]([O-])c1ccc(Oc2ccc(Cl)cc2Cl)cc1,-5.46,284.09799999999996,277.042,282.980298444,92,0,0.2691959767268575,-0.45580027796083034,0.45580027796083034,0.2691959767268575,10.491102414233726,-0.47316591164745336,10.491102414233726,0.004215797430083601,2.205644390231896,584.376436257062,13.120955864630139,8.969339297237385,10.481197189274294,8.5585506480638,4.934369009651685,5.69029795567014,3.42781686615593,4.27145277336852,2.1692744930890884,2.699741161093866,1.3208430742002153,1.7679128405228146,-1.7799999999999994,11747.703944188583,12.671086641279551,5.246450354273821,2.9107310820554115,112.86155073133104,4.736862953800049,11.49902366656781,0.0,0.0,5.687386274683562,0.0,10.114318268765572,0.0,0.0,0.0,23.20187978046503,30.33183534230805,17.155367450664546,9.945944362558997,9.660174002617719,28.889266055148596,0.0,0.0,0.0,0.0,0.0,62.62415437547949,0.0,11.49902366656781,4.736862953800049,5.687386274683562,11.49902366656781,23.20187978046503,4.923311048817671,0.0,10.114318268765572,0.0,42.46456947923127,10.045266627482652,0.0,0.0,52.370000000000005,4.923311048817671,10.114318268765572,0.0,5.687386274683562,21.544290294050462,0.0,24.26546827384644,18.19910120538483,0.0,0.0,27.938742734265084,0.0,11.70405203255672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.35150352299883,0.0,18,0,4,0,0,0,2,0,2,3,0,6,3,0,0,0,2,4.693900000000002,69.63240000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCN(CC)c1c([N+](=O)[O-])cc(C(F)(F)F)c(N)c1[N+](=O)[O-],-5.47,322.24300000000005,309.13900000000007,322.08888955599997,122,0,0.4184002236130266,-0.39258684573781205,0.4184002236130266,0.39258684573781205,12.893317743764172,-5.040285100151172,12.893317743764172,0.12796083711262263,3.9266925510258885,614.3352259724758,17.24012249707665,11.677441468135356,11.677441468135356,10.055966538104824,6.13075834429521,6.13075834429521,4.2384105780461905,4.2384105780461905,3.0576105406152223,3.0576105406152223,2.0693803895038387,2.0693803895038387,-2.5900000000000007,34485.154316859625,17.461519835136524,6.034183187114694,3.0185825942806104,122.15839571247439,10.633577208012664,5.687386274683562,5.687386274683562,0.0,5.687386274683562,11.863684792127037,20.228636537531145,0.0,13.171245143024459,0.0,0.0,13.847474399381248,19.15587988028676,15.410073589332338,23.0178672406598,22.74954509873425,0.0,0.0,0.0,20.023772916824722,23.723090019837816,31.858455097689752,0.0,0.0,10.633577208012664,35.92079024175871,0.0,0.0,22.936134909460492,6.176298517443475,20.228636537531145,19.410925891078243,6.06636706846161,0.0,0.0,0.0,115.53999999999999,44.335917205510064,33.3998816805556,0.0,19.15587988028676,0.0,0.0,4.899909730850478,13.847474399381248,0.0,0.0,5.733667477162185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.679953231292515,41.90338010204083,0.45454545454545453,22,2,8,0,0,0,1,0,1,6,1,11,5,0,0,0,1,2.9502000000000015,72.72620000000002,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cc1ccc(N=CN(C)C=Nc2ccc(C)cc2C)c(C)c1,-5.47,293.41400000000004,270.22999999999996,293.18919773600004,114,0,0.09607548158688788,-0.326362048467549,0.326362048467549,0.09607548158688788,4.505306804820694,0.9836726481991637,4.505306804820694,0.9836726481991637,2.0683644020981955,653.1153896300215,16.112519696192862,13.960442940016883,13.960442940016883,10.452397498181153,7.403290493413731,7.403290493413731,5.734489874267778,5.734489874267778,3.462504640155943,3.462504640155943,2.236827152669995,2.236827152669995,-2.4199999999999995,73709.93209776077,15.959282630725484,7.030059523780376,4.2857470962642985,132.59357076826086,4.899909730850478,0.0,0.0,0.0,0.0,0.0,0.0,9.984809465271338,0.0,0.0,35.392371257240434,50.954585919079705,7.04767198267719,24.051843274410892,0.0,24.051843274410892,0.0,4.899909730850478,9.984809465271338,27.694948798762496,7.04767198267719,58.65200837755764,0.0,0.0,0.0,11.374772549367124,0.0,0.0,24.624652438571438,0.0,27.694948798762496,22.253805966787983,46.383011876040996,0.0,0.0,0.0,27.96,0.0,0.0,0.0,0.0,0.0,11.374772549367124,22.253805966787983,12.677070725043768,24.080315850450887,61.945226537880274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.000000000000014,0.2631578947368421,22,0,3,0,0,0,2,0,2,2,0,3,4,0,0,0,2,4.871880000000004,95.89900000000004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CC(C)(C)CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3C(O)CC21C,-5.51,460.6110000000003,420.2910000000003,460.28248899999994,184,0,0.30625395640247627,-0.4575244182074434,0.4575244182074434,0.30625395640247627,13.235653820444359,-1.60597110680692,13.235653820444359,0.0330929894787213,1.5453793324674707,883.5326935794541,24.396976746569024,20.77813272948243,20.77813272948243,15.210798082149482,12.544849937536709,12.544849937536709,12.79734672507004,12.79734672507004,9.54857834260294,9.54857834260294,7.89970937946571,7.89970937946571,-1.53,12557392.82612738,24.59003146995546,8.012173250588614,3.9105780880439363,196.70139738987038,14.94991774348146,5.601050810983688,12.390126910877857,5.783244946364939,0.0,5.969305287951849,14.383611552215466,0.0,0.0,0.0,40.19179052852238,73.18464892166767,11.83581209232279,12.524788010674312,29.33352929569692,17.535795180681728,0.0,0.0,33.99868954667451,97.6902761805932,6.606881964512918,11.64912463690315,0.0,0.0,0.0,0.0,0.0,0.0,46.06074913360804,19.120474506015512,33.99868954667451,85.98525898186122,11.64912463690315,0.0,0.0,0.0,100.9,35.47943986695847,24.596666341896878,0.0,40.78776564656868,19.26246486877803,31.256391021773304,0.0,6.076020106833881,27.694948798762496,6.923737199690624,4.736862953800049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.00000000000001,0.8148148148148148,33,2,6,4,0,4,0,0,0,6,2,6,4,3,0,3,4,3.7687000000000026,123.08760000000008,0,2,1,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
